key,tier,displayName,trials,matchedNames,roles,pageStructuralAnchor,confirmedByUniiOrInchikey,reason
K1:24Q8LJQ6Y2,3,Rivunatpagene miziparvovec,1,UX701,intervention,unii:24Q8LJQ6Y2,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:24R60NVC41,3,Cositecan,8,Cositecan; Karenitecin; Karenitecin (BNP1350); karenitecin,intervention,unii:24R60NVC41; inchikey:POADTFBBIXOWFJ-VWLOTQADSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:24S6PA0WXW,3,BI-1206,1,BI-1206,intervention,unii:24S6PA0WXW,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:24T2A1DOYB,2,Regorafenib Anhydrous,259,"Regorafenib; Regorafenib (BAY 73-4506); Regorafenib (BAY73-4506); Regorafenib (BAY73-4506, Stivarga®); Regorafenib (CT)",intervention; otherName,unii:MGN125FS9D; inchikey:FNHKPVJBJVTLMP-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:24X948V9F7,3,"ZEAXANTHIN, (15Z)-",5,Zeaxanthin; zeaxanthin,intervention; otherName,unii:24X948V9F7; inchikey:JKQXZKUSFCKOGQ-PWPFSTEPSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:250PJI13LM,1,Mianserin,3,Mianserin,intervention,unii:250PJI13LM; inchikey:UEQUQVLFIPOEMF-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:253RUG1X1A,1,Blueberry,9,Blueberry; Blueberry gel,intervention,unii:253RUG1X1A,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:254XY8NV84,3,VTP-27999,1,VTP-27999,intervention,unii:254XY8NV84; inchikey:NXWASIVXQMMPLM-ZXMXYHOLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:256UZ34AF2,3,Imdusiran,5,AB-729; Imdusiran; Imdusiran (AB-729),intervention,unii:256UZ34AF2,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:2579Z4P04J,2,Methyldopate,8,ALDOMET; Aldomet; aldomet,otherName,unii:2579Z4P04J; inchikey:SVEBYYWCXTVYCR-LBPRGKRZSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25BB7EKE2E,2,Barium Sulfate,6,Barium; Barium Sulfate; Barium Sulfate Solution; Liquid E-Z Paque; barium sulfate tablet,intervention; otherName,unii:25BB7EKE2E; inchikey:TZCXTZWJZNENPQ-UHFFFAOYSA-L,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25CG88L0BB,1,Brensocatib,15,Brensocatib; Brensocatib 10 mg; Brensocatib Oral Solution; INS1007,intervention,unii:25CG88L0BB; inchikey:AEXFXNFMSAAELR-RXVVDRJESA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25DT549L0G,3,1018 ISS,1,1018 ISS,intervention,unii:25DT549L0G,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25E79B5CTM,1,Denileukin diftitox,42,Denileukin Diftitox; Denileukin Diftitox (Ontak); Denileukin diftitox; Denileukin diftitox (ONTAK); Denileukin diftitox (Ontak),intervention; otherName,unii:25E79B5CTM,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25E79B5CTM#cxdl,2,Denileukin Diftitox-Cxdl,4,DAB389-IL2,otherName,unii:25E79B5CTM,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25MKH1SZ0M,1,OSI-027,2,CERC-006; OSI-027,intervention,unii:25MKH1SZ0M; inchikey:JROFGZPOBKIAEW-HAQNSBGRSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25N8E57V6T,1,Streptococcus Pneumoniae Type 23f Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,109,PREVNAR 13; PREVNAR 13®; PREVNAR 20®; PREVNAR 20™; Prevnar 13,intervention; otherName,unii:25N8E57V6T,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25P9H3QU5E,2,Citrus Reticulata Fruit Oil,10,Glycerin; Glycerin(e); glycerin,intervention; otherName,unii:25P9H3QU5E,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25TLU22Q8H,3,Penfluridol,1,R-16341,otherName,unii:25TLU22Q8H; inchikey:MDLAAYDRRZXJIF-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25U4N985O2,3,PF-05089771,13,PF-05089771; PF-05089771 150 mg; PF-05089771 300mg,intervention,unii:25U4N985O2; inchikey:ZYSCOUXLBXGGIM-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25VC15141Q,2,Human Rotavirus A Type G1P7(5) Strain WI79 Live Antigen,29,"RotaTeq; RotaTeq (V260); RotaTeq®; RotaTeq®,; RotaTeq™",intervention; otherName,unii:25VC15141Q,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25W8454H16,1,Sulfamethizole,1,Sulfamethizole,otherName,unii:25W8454H16; inchikey:VACCAVUAMIDAGB-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25WE4JC35O,3,Sphingomyelin (EGG),1,Sphingomyelin,intervention,unii:25WE4JC35O,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25X51I8RD4,1,Nicotinamide,67,NICOBION; Niacinamide; Nicotinamide; Nicotinamide (NAM); Nicotinamide 1000 mg,intervention; otherName; stored,unii:25X51I8RD4; inchikey:DFPAKSUCGFBDDF-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:25X868M3DS,2,Vismodegib,83,ERIVEDGE; GDC-0449; GDC-0449 oral capsules (non-labeled); Vismodegib; Vismodegib 150 MG Oral Capsule,intervention; otherName,unii:25X868M3DS; inchikey:BPQMGSKTAYIVFO-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:260080034N,3,Lacidipine,8,Lacidipine; Motens® (lacidipine),intervention,unii:260080034N; inchikey:GKQPCPXONLDCMU-CCEZHUSRSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:26020H3Q1L,3,Razupenem,1,PZ-601,intervention,unii:26020H3Q1L; inchikey:XFGOMLIRJYURLQ-GOKYHWASSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:260456HAM0,2,Nicorandil,30,Nicorandil; Nicorandil 10 MG; Nicorandil 10 MG Oral Tablet; Nicorandil 20 MG; Nicorandil 20mg,intervention; otherName,unii:260456HAM0; inchikey:LBHIOVVIQHSOQN-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:262P8GS9L9,2,Tafenoquine,37,Arakoda; Kodatef; Tafenoquine; Tafenoquine (TQ); Tafenoquine 100 mg,intervention; otherName,unii:262P8GS9L9; inchikey:LBHLFPGPEGDCJG-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:264ARM7UXX,3,Domatinostat,3,Domatinostat,intervention,unii:264ARM7UXX; inchikey:PRXXYMVLYKJITB-IZZDOVSWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:2679MF687A,1,Nicotinic acid,120,Chromium nicotinate; Niacin; Niacin (Vitamin B3); Niacin 100 mg; Niacin 100mg,intervention; otherName; stored,unii:2679MF687A; inchikey:PVNIIMVLHYAWGP-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:267F5Y81NT,3,Coconut Water,3,Coconut Water; Coconut water,intervention,unii:267F5Y81NT,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:268B43MJ25,2,Uric Acid,3,Uric Acid; Uric acid,intervention; otherName,unii:268B43MJ25; inchikey:LEHOTFFKMJEONL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:268IL53Q7O,3,Lactobacillus Brevis,1,lactobacillus brevis tablets,intervention,unii:268IL53Q7O,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:269XH13919,2,Nux Vomica,2,Nux vomica (active comparator); Nux vomica 30C,intervention,unii:269XH13919,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:26F96HRJ3W,3,Quilizumab,4,MEMP1972A; Quilizumab,intervention,unii:26F96HRJ3W,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:26GW6E5M72,1,Heparin (PORCINE; 7000 MW),192,(LMW)heparin; Heparin; Heparin Sodium; Heparin Sodium Injection; Heparin injection,intervention; otherName,unii:26GW6E5M72,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:26NAK24LS8,1,Hydralazine,32,Apresoline; Apresoline (Hydralazine); HydrALAZINE Injection; Hydralazine; Hydralazine Hydrochloride,intervention; otherName,unii:26NAK24LS8; inchikey:RPTUSVTUFVMDQK-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:26R60S6A5I,3,Pterostilbene,2,Pterostilbene,intervention,unii:26R60S6A5I; inchikey:VLEUZFDZJKSGMX-ONEGZZNKSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:26RU378B9V,3,Obefazimod,8,Obefazimod; Obefazimod 100 mg; Obefazimod 50 mg Capsule; obefazimod 100mg,intervention; otherName,unii:26RU378B9V; inchikey:OZOGDCZJYVSUBR-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:2711I21VE5,2,Tannic Acid (QUERCUS Infectoria NUTGALL),1,Tannic acid,intervention,unii:2711I21VE5,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27618J1N2X,2,Levorphanol,2,Levorphanol; levorphanol,intervention,unii:04WQU6T9QI; inchikey:JAQUASYNZVUNQP-USXIJHARSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:276897E67U,2,"Potassium LACTATE, DL-",26,"Calcium Lactate; Calcium lactate; Lactate; Lactate, Sodium; Oral Sodium Lactate",intervention; otherName,unii:87V1KMK4QV; inchikey:PHZLMBHDXVLRIX-UHFFFAOYSA-M,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:276F2O42F5,1,Hydroxyprogesterone caproate,8,"Hydroxyprogesterone Caproate; Makena; Makena®; Makena® (Hydroxyprogesterone Caproate Injection, 250 mg/mL); Proluton depot",intervention; otherName,unii:276F2O42F5; inchikey:DOMWKUIIPQCAJU-LJHIYBGHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:277V92K32B,3,Serlopitant,11,5 mg Serlopitant Tablets; 5mg Serlopitant Tablets; Serlopitant; Serlopitant Tablet; serlopitant,intervention; otherName,unii:277V92K32B; inchikey:FLNYCRJBCNNHRH-OIYLJQICSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27844X2J29,3,Zoptarelin doxorubicin,3,AN-152; Zoptarelin doxorubicin,otherName,unii:27844X2J29; inchikey:OOUACICUAVTCEC-LZHWUUGESA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:2788Z9758H,2,Glycyrrhiza Glabra,2,Glycyrrhiza Glabra; Glycyrrhiza glabra,otherName,unii:2788Z9758H,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27B90X776A,1,Mibefradil,3,Mibefradil; Posicor; mibefradil,intervention; otherName,unii:27B90X776A; inchikey:HBNPJJILLOYFJU-VMPREFPWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27JT06E6GR,1,Tilarginine,37,L-N-monomethyl arginine acetate (L-NMMA); L-NMMA; L-NMMA (N-mono.methyl-L-arginine); L-NMMA(drug); NG-Monomethyl-L-Arginine,intervention; otherName,unii:27JT06E6GR; inchikey:NTNWOCRCBQPEKQ-YFKPBYRVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27O7W4T232,2,Spironolactone,199,.spironolactone; 200mg Spironolactone; 25 mg Aldactone (Spironolactone) tablet; Aldactone; Canrenoate Potassium,intervention; otherName,unii:27O7W4T232; inchikey:LXMSZDCAJNLERA-ZHYRCANASA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27T56C7KK0,2,Alglucerase,1,CEREDASE™,intervention,unii:27T56C7KK0,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27TW751DTH,3,Astegolimab,9,AMG 282; Astegolimab; astegolimab,intervention; otherName,unii:27TW751DTH,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27Y83O992Q,2,Nonacog beta pegol,9,Nonacog beta pegol; nonacog beta pegol,intervention,unii:27Y83O992Q,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27Y876D139,3,Menatetrenone,4,Menatetrenone; Menatetrenone (MK4); Menatetrenone (Vitamin K2),intervention,unii:27Y876D139; inchikey:DKHGMERMDICWDU-GHDNBGIDSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27YG812J1I,2,Arachidonic Acid,3,Arachidonic acid; Arachidonic acid (25 mg/100 kcal ); Arachidonic acid (ARA),intervention,unii:27YG812J1I; inchikey:YZXBAPSDXZZRGB-DOFZRALJSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27YLU75U4W,2,Phosphorus,4,Phosphorus; phosphorus,intervention; otherName,unii:27YLU75U4W; inchikey:OAICVXFJPJFONN-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:27Z82M2G1N,3,Belotecan,6,Belotecan; Belotecan(CKD-602); belotecan hydrochloride,intervention,unii:01DZ4127G7; inchikey:LNHWXBUNXOXMRL-VWLOTQADSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:280XKM6Z2K,3,BI-187004,6,BI 187004; BI 187004 tablet,intervention,unii:280XKM6Z2K; inchikey:VVZNCSHIBODHMZ-UZLBHIALSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:2834W8D6GK,3,Atabecestat,2,"Atabecestat; Atabecestat, 25 mg",intervention,unii:2834W8D6GK; inchikey:VLLFGVHGKLDDLW-SFHVURJKSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:283FTA936D,3,Udifitimod,7,BMS-986166,intervention,unii:283FTA936D; inchikey:QCMHGCDOZLWPOT-FMNCTDSISA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:2857LA2O07,3,Narlaprevir,7,Narlaprevir; SCH 900518,intervention,unii:2857LA2O07; inchikey:RICZEKWVNZFTNZ-LFGITCQGSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:2880D3468G,1,Levamisole,16,Levamisole; Levamisole Hydrochloride; levamisole; levamisole hydrochloride,intervention; otherName,unii:2880D3468G; inchikey:HLFSDGLLUJUHTE-SNVBAGLBSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:28DZS29F59,3,Avadomide,15,Avadomide (CC-122); CC-122,intervention,unii:28DZS29F59; inchikey:RSNPAKAFCAAMBH-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:28K6I5M16G,2,Palovarotene,8,Palovarotene; Palovarotene 2.5 mg,intervention,unii:28K6I5M16G; inchikey:YTFHCXIPDIHOIA-DHZHZOJOSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
