form,reason,pages
carbo,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboplatin' and no UNII name for it)",1
cbdca,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboplatin' and no UNII name for it)",1
platinum containing compound,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboplatin' and no UNII name for it)",1
esquinon,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboquone' and no UNII name for it)",1
chembl186422,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carbostyril' and no UNII name for it)",1
cmc daicel 2450,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose sodium 0 7 carboxymethyl substitution per saccharide 600 mpa s at 2' and no UNII name for it)",1
daicel 2450,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose sodium 0 7 carboxymethyl substitution per saccharide 600 mpa s at 2' and no UNII name for it)",1
carboxymethyl cellulose 0 5,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose sodium unspecified' and no UNII name for it)",1
carboxymethylcellulose eye drops 0 5,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose sodium unspecified' and no UNII name for it)",1
carboxymethylcellulose sodium 0 5 solution,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose sodium unspecified' and no UNII name for it)",1
carboxymethylcellulose sodium eye drops 0 5,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose sodium unspecified' and no UNII name for it)",1
carboxymethylcellulose sodium eye lubricant,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose sodium unspecified' and no UNII name for it)",1
calcium carboxy methyl cellulose,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
calcium carboxymethyl cellulose,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
carmellose calcium,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
carmellose calcium ep monograph,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
carmellose calcium jan,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
carmellose calcium mart,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
carmellose calcium who dd,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
carmelosa,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
cellulose carboxymethyl ether calcium salt,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
hydrocolloid,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
intrasite gel,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
medclot hemostatic dressing,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carboxymethylcellulose' and no UNII name for it)",1
diaboral,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carbutamide' and no UNII name for it)",1
emedan,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carbutamide' and no UNII name for it)",1
glucidoral,"no page link and not a group name: names a class or a group, not this page's substance (no variant of 'carbutamide' and no UNII name for it)",1
