key,printed_name,reason,evidence
K1:5WS1632J8W,Packera Aurea,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5WT9515NDE,Ovis Aries Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5X9Y89ENI9,Ctenocephalides Felis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Y05905N7G,Pimpinella Saxifraga Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5YM66ALY0U,Ailanthus Altissima Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Z6Q4P5ET5,Sonpiretigene isteparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Z72SSS34W,Aglatimagene besadenovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:604NK4250S,Onosmodium Virginianum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:605T96G8Y5,Alnus Incana Subsp. Rugosa Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6069DS9S3U,Jacobaea Maritima Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:608DGJ6815,Black Hellebore,"material, not a medicine",GSRS substance class structurallyDiverse
K1:60BVI1Y89A,Aphanamixis Polystachya Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:60EUO12HBX,Pinus Tabuliformis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:60Q6UP226V,Lonicera Japonica Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:60RO23IR87,Poppy Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:612HZ21596,Eryngium Yuccifolium Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:612YOZ36DG,Trifolium Pratense Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6177A89GA2,Tussilago Farfara Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:61W322NLDV,Nelumbo Nucifera Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:621HHM46SV,Lemna Minor,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6268MFA917,Lilium Lancifolium Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:62GJ4SI7G8,Canine Morbillivirus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:62I3C8233L,Ipecac,"material, not a medicine",GSRS substance class structurallyDiverse
K1:62IB9494JA,White Dead Nettle Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:62OII98F1T,Melaleuca Citrina Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:62TY3X4N9Z,Rhodotorula Mucilaginosa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:63218N1ZBI,Fagus Sylvatica Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6334XMP4KC,Human Rotavirus A Type G4P7(5) Strain Brb Live Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:639KR60Q1Q,Gelsemium Sempervirens Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:63E6RXM429,Human Coxsackievirus B5,"material, not a medicine",GSRS substance class structurallyDiverse
K1:63O327782Q,Sus Scrofa Artery,"material, not a medicine",GSRS substance class structurallyDiverse
K1:63POE2M46Y,Elm,"material, not a medicine",GSRS substance class structurallyDiverse
K1:63TBJ590BL,Ambrosia Confertiflora Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:63V91G4W93,Storax,"material, not a medicine",GSRS substance class structurallyDiverse
K1:644C3CSB6E,Styphnolobium Japonicum Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:644CZ16IR5,Solidago Canadensis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:646O39K8BJ,Arum Maculatum Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:64O5K2QE92,Chicken Gizzard,"material, not a medicine",GSRS substance class structurallyDiverse
K1:64SQ6WC9ET,Zertomibgene cazparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6532U64A3X,Sarcobatus Vermiculatus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:654825W09Z,Fenugreek,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6559FC0U1B,Qin Jiao,"material, not a medicine",GSRS substance class structurallyDiverse
K1:659G217HPG,Brown Rice,"material, not a medicine",GSRS substance class structurallyDiverse
K1:65J267BAZT,Actaea Cimicifuga Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:65KD9TD4C3,Nectarine,"material, not a medicine",GSRS substance class structurallyDiverse
K1:65M88RW2EG,Phleum Pratense Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:65UEH262IS,Safflower Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:660486U6OI,Ginkgo Biloba Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:662J7FTA7T,Ambrosia Salsola Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6654882GP8,Artemisia Maritima Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:666773BZEN,Apis Cerana Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:669818346F,Streptococcus Pneumoniae Type 8 Capsular Polysaccharide Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:66KX72J4H6,Blastocystis Hominis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:66LZN1C747,Bos Taurus Ovary,"material, not a medicine",GSRS substance class structurallyDiverse
K1:66Y330CJHS,Human Immunoglobulin G,"material, not a medicine",GSRS substance class structurallyDiverse
K1:66YXD4DKO9,Almond Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:66ZQ85S65H,Sparganium,"material, not a medicine",GSRS substance class structurallyDiverse
K1:67B9LP62ET,Satricabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:67K644H3TO,Artemisia Capillaris Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:67M3EQ6BE1,Plum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:67P4WI780Z,Mycobacterium Avium,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6810070TYD,Centella Asiatica Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6815CPT6ZJ,Pistachio,"material, not a medicine",GSRS substance class structurallyDiverse
K1:681K1JDI8M,Valoctocogene roxaparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:68HKD4QMJR,Ehrendorferia Chrysantha Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:68OG1407SM,Boletus Satanas Fruiting Body,"material, not a medicine",GSRS substance class structurallyDiverse
K1:68P4F4M6VD,Elaeagnus Angustifolia Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:68R9X9Y96X,Celtis Occidentalis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:68W3SD800Q,Chicken Bone,"material, not a medicine",GSRS substance class structurallyDiverse
K1:692OX2DX0E,Sus Scrofa Mammary Gland,"material, not a medicine",GSRS substance class structurallyDiverse
K1:69441FUI2H,Ficus Religiosa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:69J42KMV8D,Epifagus Virginiana Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:69KDL2830A,Rattus Norvegicus Hair,"material, not a medicine",GSRS substance class structurallyDiverse
K1:69O1DAO10G,Human Coxsackievirus B3,"material, not a medicine",GSRS substance class structurallyDiverse
K1:69VJ1LPN1S,Cannabis Sativa Seed Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6A001Y4M5A,Skim Milk,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6AU0ZD8T1O,Pascopyrum Smithii Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6CO90XQD9O,Sequoiadendron Giganteum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6D4M1DAL6O,Polyoxyl 35 Castor Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6D5V13045W,Fagus Sylvatica Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6D74QW4H67,Lactuca Virosa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6DI1HBV20R,Nicotiana Tabacum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6DRV3D37XS,Saururus Chinensis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6DXR2088WL,Alisma Plantago-Aquatica Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6EC706HI7F,Pork Liver,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6EF1RL8Z5O,Histoplasma Capsulatum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6EIJ3D04MR,Prosopis Juliflora Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6F61V9UVRC,Human Coxsackievirus A,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6FL1LS2S6K,Vaccinia Virus Strain Lister (PRODUCED In Chick EMBRYO),"material, not a medicine",GSRS substance class structurallyDiverse
K1:6FP5625ZD4,Viscum Album Subsp. Abietis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6FS6FK5S8N,Oenanthe Crocata Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6G3UN932VF,Chelone Glabra,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6G53L8ESRK,Green Peppercorn,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6GE7Z0761K,Tanacetum Parthenium Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6GLA1946WX,Handroanthus Impetiginosus Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6H7JQ0XD0D,Berberis Repens Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6H89ZY31MR,Euphorbia Hirta Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6HD2W46UEG,Green Olive,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6HHE9M7R1C,Gecko,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6ICN6T7FEM,Anemone Hepatica Var. Obtusa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6IO182RP7A,Toxicodendron Pubescens Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6J43Y8MXF0,Pulsatilla Alpina Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6JR6JTN25S,Epidermophyton Floccosum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6KF1RLN1CI,Pine Needle Oil (PINUS MUGO),"material, not a medicine",GSRS substance class structurallyDiverse
K1:6L5ZL09795,Centaurea Benedicta,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6L966A1IMR,Wheat Bran,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6LK42KUV6W,Bombyx Mori Fiber,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6M2JIH93ZN,Salix Nigra Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6M47G7C4SY,Cayenne Pepper,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6M98DC08TZ,Fusarium Oxysporum Vasinfectum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6MT58Z9E5P,Bombyx Mori Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6MW97Q6E8M,Atropa Belladonna Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6N0G8XY3T8,Viburnum Opulus Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6NAF1689IO,Schoenocaulon Officinale Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6NWC5E4H38,Bos Taurus Parotid Gland,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6O38V6B52O,Lentil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6OFG7K362R,Dicentra Formosa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6OH33Q0G1O,Combretum Indicum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6PRJ93602P,"ALCOHOL, X-RAY Exposed (1000 RAD)","material, not a medicine",GSRS substance class structurallyDiverse
K1:6RV024OAUQ,Sus Scrofa Thyroid,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6S5Q1Q537Z,Chaenomeles Sinensis Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6S9317F2UT,Caltha Palustris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6SZ0G98BHM,Spongilla Lacustris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6T362S6JF6,American Lobster,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6T6CO7R3Z5,Araneus Diadematus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6TG3V35HTV,Vitis Vinifera Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6TN2P16IOQ,Treponema Denticola,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6U600U1326,Quercus Nigra Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6ULF85Z07J,Noni Fruit Juice,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6UYK2W1W1E,Olive Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6VNO72PFC1,Avocado Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6W864D0X3X,Cananga Odorata Leaf Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6WO75C6WVB,Spinach,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6X68976407,Argemone Mexicana,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6XEF22AHC3,Berberis Vulgaris Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6Y582I290C,Lachesis Muta Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6Y6SEX9G35,Plixacabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6Y89129C8H,ANISE OIL,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6Y8XYV2NOF,Bee Propolis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6YR2608RSU,Tobacco Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6YSJ329777,Strychnos Ignatii Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6Z9BZ8Q1D0,Gutta Percha,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6ZAE7X688J,Liquid Petroleum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:6ZJ8N1924Z,Malus Sylvestris Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:700NK45C76,Acer Rubrum Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:7062I37LB3,Atlantic Salmon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:70759G2U6A,Lavandula Stoechas Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:709HYI14M4,Pygeum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:70J9Z0J26P,Amber,"material, not a medicine",GSRS substance class structurallyDiverse
K1:70LDW53ROO,Cotton,"material, not a medicine",GSRS substance class structurallyDiverse
K1:70O1TP6H01,Holcus Lanatus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
